Timestamp,Yaw,Pitch,Roll,V_Yaw,V_Pitch,V_Roll
2026-02-13T23:13:52.155280+00:00,-3,-179.9,0,8,3,2
2026-02-13T23:13:52.194415+00:00,-2.9,-179.9,0,6,0,2
2026-02-13T23:13:52.234731+00:00,-2.9,-179.9,0,8,1,0
2026-02-13T23:13:52.275155+00:00,-2.9,179.9,0,5,-1,-2
2026-02-13T23:13:52.315100+00:00,-2.8,179.9,0,3,-9,1
2026-02-13T23:13:52.355817+00:00,-2.6,179.9,0,8,4,0
2026-02-13T23:13:52.394775+00:00,-2.7,-179.9,0,6,0,11
2026-02-13T23:13:52.435577+00:00,-2.7,179.9,0,1,-11,-3
2026-02-13T23:13:52.476700+00:00,-2.7,179.9,0,3,6,0
2026-02-13T23:13:52.516162+00:00,-2.6,-179.9,0,2,-3,-2
2026-02-13T23:13:52.557194+00:00,-2.6,179.9,0,4,-4,7
2026-02-13T23:13:52.597657+00:00,-2.5,179.9,0,2,3,-1
2026-02-13T23:13:52.637406+00:00,-2.5,-179.9,0,2,1,2
2026-02-13T23:13:52.676921+00:00,-2.6,-179.9,0,2,-2,0
2026-02-13T23:13:52.718480+00:00,-2.5,179.9,0,4,-2,4
2026-02-13T23:13:52.757618+00:00,-2.4,-179.9,0,6,9,-1
2026-02-13T23:13:52.797283+00:00,-2.3,-179.9,0,1,-4,4
2026-02-13T23:13:52.838879+00:00,-2.3,-179.9,0,4,-6,3
2026-02-13T23:13:52.879301+00:00,-2.3,179.9,0,4,0,3
2026-02-13T23:13:52.918178+00:00,-2.3,-179.9,0,2,0,2
2026-02-13T23:13:52.958251+00:00,-2.3,-179.9,0,5,-1,1
2026-02-13T23:13:52.998783+00:00,-2.2,179.9,0,3,0,11
2026-02-13T23:13:53.039150+00:00,-2.2,179.9,0,4,8,-3
2026-02-13T23:13:53.079236+00:00,-2.1,-179.9,0,4,-3,6
2026-02-13T23:13:53.120249+00:00,-2.1,179.9,0,0,-2,5
2026-02-13T23:13:53.161026+00:00,-2.1,179.9,0,6,1,-2
2026-02-13T23:13:53.200745+00:00,-2.1,-179.9,0,1,0,4
2026-02-13T23:13:53.241341+00:00,-2.2,-179.9,0,4,4,0
2026-02-13T23:13:53.281667+00:00,-2.1,-179.9,0,2,-2,2
2026-02-13T23:13:53.320644+00:00,-2.1,179.9,0,2,-3,6
2026-02-13T23:13:53.362238+00:00,-2.1,179.9,0,2,8,5
2026-02-13T23:13:53.401564+00:00,-2.2,-179.9,0,2,-5,-1
2026-02-13T23:13:53.442748+00:00,-2.1,179.9,0,1,2,3
2026-02-13T23:13:53.482755+00:00,-2.1,-179.9,0,5,2,-4
2026-02-13T23:13:53.522304+00:00,-2.2,-179.9,0,2,-4,7
2026-02-13T23:13:53.563026+00:00,-2.3,179.9,0,1,3,-5
2026-02-13T23:13:53.602664+00:00,-2.2,-179.9,0,4,0,8
2026-02-13T23:13:53.643442+00:00,-2.3,-179.9,0,0,-4,5
2026-02-13T23:13:53.683139+00:00,-2.2,179.9,0,1,1,0
2026-02-13T23:13:53.728276+00:00,-2.1,-179.9,0,4,2,0
2026-02-13T23:13:53.763419+00:00,-2.3,-179.9,0,4,-2,0
2026-02-13T23:13:53.803732+00:00,-2.1,-179.9,0,1,0,-4
2026-02-13T23:13:53.844228+00:00,-2.2,179.9,0,3,1,9
2026-02-13T23:13:53.884058+00:00,-2.1,-179.9,0,4,4,-6
2026-02-13T23:13:53.926501+00:00,-2.1,-179.9,0,2,-1,10
2026-02-13T23:13:53.968121+00:00,-2.1,-179.9,0,2,-4,0
2026-02-13T23:13:54.009848+00:00,-2.1,179.9,0,2,0,0
2026-02-13T23:13:54.046569+00:00,-2.1,-179.9,0,2,0,3
2026-02-13T23:13:54.089786+00:00,-2.1,-179.9,0,4,-1,-3
2026-02-13T23:13:54.129247+00:00,-2,-179.9,0,3,-1,9
2026-02-13T23:13:54.168163+00:00,-2,-179.9,0,2,0,-9
2026-02-13T23:13:54.208390+00:00,-2,-179.9,0,4,0,11
2026-02-13T23:13:54.246667+00:00,-2,-179.9,0,4,-1,-2
2026-02-13T23:13:54.289289+00:00,-1.9,-179.9,0,1,0,1
2026-02-13T23:13:54.328169+00:00,-1.8,-179.9,0,2,0,3
2026-02-13T23:13:54.369853+00:00,-1.8,179.9,0,2,2,3
2026-02-13T23:13:54.409763+00:00,-1.9,179.9,0,4,0,1
2026-02-13T23:13:54.448250+00:00,-1.8,179.9,0,2,0,0
2026-02-13T23:13:54.488149+00:00,-1.7,179.9,0,3,0,2
2026-02-13T23:13:54.528220+00:00,-1.7,-179.9,0,0,-1,0
2026-02-13T23:13:54.571932+00:00,-1.8,-179.9,0,-1,3,4
2026-02-13T23:13:54.610107+00:00,-1.9,179.9,0,-10,0,3
2026-02-13T23:13:54.650584+00:00,-2,-179.9,0,1,0,-3
2026-02-13T23:13:54.694092+00:00,-2,-179.9,0,-11,-1,-4
2026-02-13T23:13:54.729939+00:00,-1.9,-179.9,0,6,1,4
2026-02-13T23:13:54.770391+00:00,-2.4,-179.9,0,-6,0,3
2026-02-13T23:13:54.810535+00:00,-3.8,-179.9,0,6,-4,8
2026-02-13T23:13:54.856872+00:00,-5.8,-179.9,0,20,0,7
2026-02-13T23:13:54.890562+00:00,-5.8,179.9,0,28,0,-14
2026-02-13T23:13:54.930685+00:00,-5.7,179.9,0,21,0,0
2026-02-13T23:13:54.976105+00:00,-5.2,-179.9,0,24,2,0
2026-02-13T23:13:55.010613+00:00,-5,179.9,0,18,1,-1
2026-02-13T23:13:55.051846+00:00,-4.5,179.9,0,29,0,-7
2026-02-13T23:13:55.090161+00:00,-2.7,179.9,0,8,1,-4
2026-02-13T23:13:55.131020+00:00,-2.2,-179.9,0,4,1,0
2026-02-13T23:13:55.172619+00:00,-1.8,-179.9,0,5,0,-4
2026-02-13T23:13:55.212790+00:00,-2.4,-179.9,0,-7,-2,4
2026-02-13T23:13:55.250633+00:00,-3.5,-179.9,0,4,-8,11
2026-02-13T23:13:55.289615+00:00,-4,179.9,0,-7,0,5
2026-02-13T23:13:55.330346+00:00,-5,179.9,0,15,0,-1
2026-02-13T23:13:55.368036+00:00,-5.9,179.9,0,33,-2,10
2026-02-13T23:13:55.412387+00:00,-6.4,-179.9,0,4,0,6
2026-02-13T23:13:55.452360+00:00,-7.8,-179.9,0,58,1,3
2026-02-13T23:13:55.487279+00:00,-10.8,-179.9,0,82,-2,2
2026-02-13T23:13:55.533565+00:00,-11.5,-179.9,0,109,0,8
2026-02-13T23:13:55.569790+00:00,-11.8,-179.9,0,117,-2,3
2026-02-13T23:13:55.608403+00:00,-12.7,-179.9,0,130,-3,6
2026-02-13T23:13:55.652513+00:00,-13.5,-179.9,0,145,0,3
2026-02-13T23:13:55.692444+00:00,-13.2,-179.9,0,155,-5,1
2026-02-13T23:13:55.728533+00:00,-11.8,179.9,0,134,0,-3
2026-02-13T23:13:55.768357+00:00,-8.6,179.9,0,97,3,1
2026-02-13T23:13:55.812684+00:00,-3,-179.9,0,34,0,2
2026-02-13T23:13:55.850686+00:00,3.9,179.9,0,4,0,7
2026-02-13T23:13:55.893328+00:00,10.7,179.9,0,-51,-33,0
2026-02-13T23:13:55.930041+00:00,18.2,179.9,0,-186,12,0
2026-02-13T23:13:55.968502+00:00,25.9,179.9,0,-430,2,3
2026-02-13T23:13:56.014288+00:00,33.9,179.9,0,-772,5,8
2026-02-13T23:13:56.049998+00:00,42,179.9,0,-1276,-2,11
2026-02-13T23:13:56.092536+00:00,50.3,179.9,0,-1892,-1,3
2026-02-13T23:13:56.131706+00:00,56.1,179.9,0,-2518,4,1
2026-02-13T23:13:56.172972+00:00,58.7,179.9,0,-2952,3,7
2026-02-13T23:13:56.208756+00:00,57.6,-179.9,0,-3045,14,-17
2026-02-13T23:13:56.248788+00:00,52,-179.9,-1.6,296,-311,1290
2026-02-13T23:13:56.293243+00:00,51.2,179.9,-3.5,756,185,46
2026-02-13T23:13:56.334283+00:00,50,179.9,-4.6,649,8,276
2026-02-13T23:13:56.371158+00:00,49.1,179.7,-5.6,557,-738,263
2026-02-13T23:13:56.414716+00:00,46.4,175.1,-6.6,653,-1318,338
2026-02-13T23:13:56.454869+00:00,43.7,170,-8.8,556,-1263,409
2026-02-13T23:13:56.494912+00:00,40.8,165.8,-10.3,398,-1113,323
2026-02-13T23:13:56.534519+00:00,35.8,159.9,-12.5,388,-1714,495
2026-02-13T23:13:56.575107+00:00,30.3,153.5,-14.4,166,-1596,381
2026-02-13T23:13:56.614634+00:00,24.2,146,-15.6,-339,-2007,184
2026-02-13T23:13:56.654660+00:00,16.7,137.9,-14.3,-637,-1741,43
2026-02-13T23:13:56.695127+00:00,9,130.6,-13.2,-518,-1689,266
2026-02-13T23:13:56.736859+00:00,2.3,124.4,-11.6,-780,-1011,-65
2026-02-13T23:13:56.776368+00:00,-2.2,121.8,-9.1,-291,-522,-396
2026-02-13T23:13:56.814971+00:00,-4.5,121.4,-7.7,-109,307,-591
2026-02-13T23:13:56.856564+00:00,-5.5,122.9,-5.6,-249,273,-747
2026-02-13T23:13:56.895903+00:00,-5.8,124.9,-3.2,64,607,-646
2026-02-13T23:13:56.936821+00:00,-5.4,126.8,-2.2,89,271,-550
2026-02-13T23:13:56.976590+00:00,-5.1,128.8,-1.3,223,615,-485
2026-02-13T23:13:57.018038+00:00,-4.4,130.8,-1.1,268,164,-335
2026-02-13T23:13:57.056747+00:00,-4.4,131.5,-0.6,98,352,-489
2026-02-13T23:13:57.096986+00:00,-5,133.8,-0.2,300,658,-365
2026-02-13T23:13:57.137565+00:00,-4.9,136.4,-0.2,350,630,-289
2026-02-13T23:13:57.178737+00:00,-5.4,138.8,-0.1,370,569,-336
2026-02-13T23:13:57.219094+00:00,-6.6,141.2,-0.1,441,581,-384
2026-02-13T23:13:57.258353+00:00,-7.7,143.4,0,437,570,-351
2026-02-13T23:13:57.298005+00:00,-8,145.8,0,473,577,-334
2026-02-13T23:13:57.339120+00:00,-7.6,148,0,475,557,-304
2026-02-13T23:13:57.378373+00:00,-7.2,150.3,0,490,572,-280
2026-02-13T23:13:57.419157+00:00,-7.2,152.6,0,518,577,-279
2026-02-13T23:13:57.460721+00:00,-7.6,154.9,0,518,573,-237
2026-02-13T23:13:57.500460+00:00,-7.9,157.3,0,542,575,-225
2026-02-13T23:13:57.540894+00:00,-9.4,159.6,0,533,574,-194
2026-02-13T23:13:57.579415+00:00,-9.8,161.9,0,542,573,-182
2026-02-13T23:13:57.619725+00:00,-10.3,164.2,0,555,581,-150
2026-02-13T23:13:57.660867+00:00,-10.4,166.5,0,528,566,-114
2026-02-13T23:13:57.700208+00:00,-9.3,168.8,0,533,578,-173
2026-02-13T23:13:57.740480+00:00,-8.8,171.1,0,563,575,-48
2026-02-13T23:13:57.779848+00:00,-7,173.4,0,570,573,-54
2026-02-13T23:13:57.820503+00:00,-5,175.5,0,538,444,-48
2026-02-13T23:13:57.860460+00:00,-3.3,177,0,332,302,3
2026-02-13T23:13:57.902001+00:00,-1.4,178,0,153,197,17
2026-02-13T23:13:57.941335+00:00,0.3,178.6,-0.1,-63,114,39
2026-02-13T23:13:57.982113+00:00,0,179.1,0,-75,95,-30
2026-02-13T23:13:58.020987+00:00,0.1,179.4,0,-42,60,25
2026-02-13T23:13:58.061241+00:00,0.1,179.8,0,-63,63,-26
2026-02-13T23:13:58.101039+00:00,0.1,179.9,0,7,3,-10
2026-02-13T23:13:58.141377+00:00,0,179.9,0,7,-1,8
2026-02-13T23:13:58.183014+00:00,-0.4,179.9,0,-1,2,-4
2026-02-13T23:13:58.222237+00:00,-0.7,179.9,0,6,2,5
2026-02-13T23:13:58.262952+00:00,-1,-179.9,0,-1,-17,10
2026-02-13T23:13:58.302780+00:00,-1.9,179.9,0,-12,0,7
2026-02-13T23:13:58.344342+00:00,-11.8,179.9,0,-4,0,-43
